noise_type,noise_type_name,local_code,local_name,spot_code,spot_name,div_name,legl_sect_code,use_sect_name,tm_loc_x,tm_loc_y,latitude,longitude
EA,환경기준(자동),WJ,강원원주시,A04213001,대륙마트,강원특별자치도 원주시 개운동,가,종합병원지역,106960,526209,37.3304978771,127.9502035506
EA,환경기준(자동),WJ,강원원주시,A04213003,제일주유소,강원특별자치도 원주시 무실동,나,일반주거지역,105106,526729,37.3349972573,127.929216501
EA,환경기준(자동),WJ,강원원주시,A04213004,단구동,강원특별자치도 원주시 명륜동,나,일반주거지역,106518,526059,37.3290992063,127.9452323914
EM,환경기준(수동),WJ,강원원주시,A14213001,저수지입구,강원특별자치도 원주시 태장동,가,녹지지역,108395,530890,37.3728195,127.9658111
EM,환경기준(수동),WJ,강원원주시,A14213003,태장중학교 정문앞,강원특별자치도 원주시 태장동,가,녹지지역,107531,531134,37.3749261,127.9560274
EM,환경기준(수동),WJ,강원원주시,A14213004,마을입구,강원특별자치도 원주시 태장동,가,녹지지역,108485,530627,37.3704593,127.9668646
EM,환경기준(수동),WJ,강원원주시,A14213005,신호등앞,강원특별자치도 원주시 태장동,가,녹지지역,108058,530331,37.3677503,127.9620774
EM,환경기준(수동),WJ,강원원주시,A14213006,내안에병원,강원특별자치도 원주시 개운동,가,종합병원지역,106824,526592,37.3339455,127.9486255
EM,환경기준(수동),WJ,강원원주시,A14213007,김박사정비공업사,강원특별자치도 원주시 개운동,가,종합병원지역,106770,526481,37.3329322,127.9480261
EM,환경기준(수동),WJ,강원원주시,A14213008,놀이터 옆,강원특별자치도 원주시 개운동,가,종합병원지역,106980,526543,37.3335169,127.9503916
EM,환경기준(수동),WJ,강원원주시,A14213009,서원주 농협,강원특별자치도 원주시 개운동,가,종합병원지역,106815,526376,37.331991,127.9485446
EM,환경기준(수동),WJ,강원원주시,A14213010,삼성디지털프라자,강원특별자치도 원주시 개운동,가,종합병원지역,106765,526544,37.3335003,127.9479655
EM,환경기준(수동),WJ,강원원주시,A14213011,치악중학교 입구,강원특별자치도 원주시 단계동,가,학교지역,105225,528806,37.3537235,127.9302964
EM,환경기준(수동),WJ,강원원주시,A14213012,롯데아파트3동앞,강원특별자치도 원주시 단계동,가,학교지역,105099,528623,37.3520676,127.9288991
EM,환경기준(수동),WJ,강원원주시,A14213013,새롬마트앞,강원특별자치도 원주시 단계동,가,학교지역,105326,528691,37.3526963,127.9314575
EM,환경기준(수동),WJ,강원원주시,A14213014,동원타이어,강원특별자치도 원주시 단계동,가,학교지역,105518,528986,37.3553735,127.9335786
EM,환경기준(수동),WJ,강원원주시,A14213015,롯데아파트후문,강원특별자치도 원주시 단계동,가,학교지역,105099,528623,37.3520676,127.9288991
EM,환경기준(수동),WJ,강원원주시,A14213016,청구1차아파트 102동앞 파고라,강원특별자치도 원주시 명륜동,나,일반주거지역,105811,525721,37.3259898,127.9372997
EM,환경기준(수동),WJ,강원원주시,A14213017,청운학원,강원특별자치도 원주시 명륜동,나,일반주거지역,106122,525818,37.3268991,127.9407973
EM,환경기준(수동),WJ,강원원주시,A14213018,서강염소탕,강원특별자치도 원주시 명륜동,나,일반주거지역,106249,525885,37.3275185,127.9422266
EM,환경기준(수동),WJ,강원원주시,A14213019,동보노빌리티 203동앞 도로 소화전,강원특별자치도 원주시 명륜동,나,일반주거지역,106062,525495,37.3239849,127.940163
EM,환경기준(수동),WJ,강원원주시,A14213020,동보노빌리티 206동 앞,강원특별자치도 원주시 명륜동,나,일반주거지역,106062,525495,37.3239849,127.940163
EM,환경기준(수동),WJ,강원원주시,A14213021,주공301동(3단지)옆,강원특별자치도 원주시 무실동,나,일반주거지역,105086,526758,37.3352634,127.9289971
EM,환경기준(수동),WJ,강원원주시,A14213022,주공4단지 406동앞 소공원,강원특별자치도 원주시 무실동,나,일반주거지역,104840,526736,37.3350418,127.9262185
EM,환경기준(수동),WJ,강원원주시,A14213023,주공 102동 옆 공원,강원특별자치도 원주시 무실동,나,일반주거지역,104551,526675,37.3344546,127.9229617
EM,환경기준(수동),WJ,강원원주시,A14213024,주공310동 옆 19번국도변,강원특별자치도 원주시 무실동,나,일반주거지역,104926,526695,37.3346738,127.9271957
EM,환경기준(수동),WJ,강원원주시,A14213025,신협 앞,강원특별자치도 원주시 무실동,나,일반주거지역,104945,526929,37.3367897,127.9273797
EM,환경기준(수동),WJ,강원원주시,A14213026,유림장후문,강원특별자치도 원주시 학성동,다,상업지역,106599,528874,37.3544748,127.9457909
EM,환경기준(수동),WJ,강원원주시,A14213027,중앙동사무소앞,강원특별자치도 원주시 학성동,다,상업지역,106744,528689,37.3528217,127.9474519
EM,환경기준(수동),WJ,강원원주시,A14213029,수노래방 옆,강원특별자치도 원주시 학성동,다,상업지역,106518,528955,37.3551939,127.9448744
EM,환경기준(수동),WJ,강원원주시,A14213030,원주불교사,강원특별자치도 원주시 학성동,다,상업지역,106881,528655,37.35253,127.9490057
EM,환경기준(수동),WJ,강원원주시,A14213032,팡팡노래연습장,강원특별자치도 원주시 단계동,다,상업지역,105366,527951,37.3460337,127.931996
EM,환경기준(수동),WJ,강원원주시,A14213033,연세순풍산부인과 ,강원특별자치도 원주시 단계동,다,상업지역,105205,528007,37.3465256,127.9301739
EM,환경기준(수동),WJ,강원원주시,A14213034,오치드 호텔 앞,강원특별자치도 원주시 단계동,다,상업지역,105098,528028,37.3467062,127.9289685
EM,환경기준(수동),WJ,강원원주시,A14213035,메이드가요주점(구 비원노래방),강원특별자치도 원주시 단계동,다,상업지역,105295,528118,37.3475358,127.9311794
EM,환경기준(수동),WJ,강원원주시,A14213036,세종통신앞(정도케미칼),강원특별자치도 원주시 우산동,라,일반공업지역,106331,531339,37.3766567,127.9424562
EM,환경기준(수동),WJ,강원원주시,A14213037,한일드림주식회사 앞,강원특별자치도 원주시 우산동,라,일반공업지역,106258,531660,37.3795376,127.9416003
EM,환경기준(수동),WJ,강원원주시,A14213038,덕원레미콘앞,강원특별자치도 원주시 우산동,라,일반공업지역,106080,531646,37.3794004,127.9395889
EM,환경기준(수동),WJ,강원원주시,A14213039,삼양식품앞,강원특별자치도 원주시 우산동,라,일반공업지역,105710,531662,37.3795056,127.9354127
EM,환경기준(수동),WJ,강원원주시,A14213040,한일전기앞,강원특별자치도 원주시 우산동,라,일반공업지역,106354,531244,37.3757986,127.9427277
EM,환경기준(수동),WJ,강원원주시,A14213041,금광포란재 119동 맞은편,강원특별자치도 원주시 태장동,가,녹지지역,107774,529228,37.3577832,127.9590157
EM,환경기준(수동),WJ,강원원주시,A14213042,자유시장,강원특별자치도 원주시 학성동,다,상업지역,106843,528400,37.3502266,127.9486043
EM,환경기준(수동),WJ,강원원주시,A14213043,M스타빌딩 앞,강원특별자치도 원주시 단계동,다,상업지역,104912,528049,37.3468759,127.9268602
RV,도로교통소음(이동),WJ,강원원주시,F14213001,까치부동산,강원특별자치도 원주시 일산동,,주거지역,283534.45,427674.81,37.3473679004,127.9435300323
RV,도로교통소음(이동),WJ,강원원주시,F14213002,동원주새마을금고,강원특별자치도 원주시 명륜동,,주거지역,283554.45,426225.31,37.3343075457,127.9435928253
RV,도로교통소음(이동),WJ,강원원주시,F14213003,국민은행 앞,강원특별자치도 원주시 중앙동,,상업지역,107083,528383,37.34994397949577,127.95096008638662
RV,도로교통소음(이동),WJ,강원원주시,F14213004,원주보건소 옆,강원특별자치도 원주시 일산동,,상업지역,106663,528488,37.3511393933,127.9468161955
RV,도로교통소음(이동),WJ,강원원주시,F14213005,한일전기 앞,강원특별자치도 원주시 우산동,,공업지역,283337.454,430672.809,37.3743944925024,127.941643375031
RV,도로교통소음(이동),WJ,강원원주시,F14213006,농협사료,강원특별자치도 원주시 우산동,,공업지역,283101.45,431157.31,37.3787804532,127.9390335446
EA,환경기준(자동),CC,강원춘천시,A04211001,강원향군회관,강원특별자치도 춘천시 효자동,나,일반주거지역,89230,587300,37.8788468349,127.7409420068
EA,환경기준(자동),CC,강원춘천시,A04211003,도로교통안전공단,강원특별자치도 춘천시 우두동,나,준주거지역,88030,590047,37.9034485453,127.7268837694
EA,환경기준(자동),CC,강원춘천시,A04211004,강원대학교 후문 앞,강원특별자치도 춘천시 효자동,가,종합병원지역,89675,586576,37.8724,127.7461
EA,환경기준(자동),CC,강원춘천시,A25111001,춘천퇴계유통 뒷편,강원특별자치도 춘천시 삼천동,가,녹지지역,266507.41,583711.33,37.850824,127.755674
EA,환경기준(자동),CC,강원춘천시,A25111002,여의도순복음춘천교회 건너편,강원특별자치도 춘천시 삼천동,가,녹지지역,266424.83,583572.46,37.849579,127.754723
EA,환경기준(자동),CC,강원춘천시,A25111003,강원서부해바라기센터,강원특별자치도 춘천시 효자동,가,종합병원지역,265469.77,586273.94,37.873985,127.744117
EA,환경기준(자동),CC,강원춘천시,A25111004,CU 강대에이스점,강원특별자치도 춘천시 효자동,가,종합병원지역,265336.81,586299.52,37.874225,127.742608
EA,환경기준(자동),CC,강원춘천시,A25111005,  SKT 춘천중심국 측면,강원특별자치도 춘천시 온의동,가,학교지역,263367.37,584742.15,37.860334,127.720089
EA,환경기준(자동),CC,강원춘천시,A25111006,남춘천여자중학교 건너편,강원특별자치도 춘천시 온의동,가,학교지역,263343.84,584609.48,37.85914,127.71981
EA,환경기준(자동),CC,강원춘천시,A25111007,제원메디칼 측면,강원특별자치도 춘천시 후평동,나,일반주거지역,265277.2,587009.92,37.880629,127.741995
EA,환경기준(자동),CC,강원춘천시,A25111008,동양하우징,강원특별자치도 춘천시 교동,나,일반주거지역,265106.03,587048.74,37.880991,127.740053
EA,환경기준(자동),CC,강원춘천시,A25111009,장애인종합복지관 앞,강원특별자치도 춘천시 사농동,나,준주거지역,263981.58,590101.04,37.908568,127.727543
EA,환경기준(자동),CC,강원춘천시,A25111010,대한모터스 앞,강원특별자치도 춘천시 우두동,나,준주거지역,264283.85,589910.81,37.906833,127.730963
EA,환경기준(자동),CC,강원춘천시,A25111011,춘천하이테크타워,강원특별자치도 춘천시 후평동,라,일반공업지역,265637.07,587777.16,37.887515,127.746155
EA,환경기준(자동),CC,강원춘천시,A25111012,조은담배 앞,강원특별자치도 춘천시 후평동,라,일반공업지역,265921.48,587898.54,37.888588,127.749399
EA,환경기준(자동),CC,강원춘천시,A25111013,소양동행정복지센터 뒷편,강원특별자치도 춘천시 요선동,다,상업지역,263781.01,587187.41,37.882334,127.725005
EA,환경기준(자동),CC,강원춘천시,A25111014,테라스리빙3차,강원특별자치도 춘천시 요선동,다,상업지역,264075.67,587151.63,37.881991,127.728351
EA,환경기준(자동),CC,강원춘천시,A25111015,잇츠커피 측면,강원특별자치도 춘천시 동내면 거두리,가,전용주거지역,266708.01,584567.46,37.858522,127.758032
EA,환경기준(자동),CC,강원춘천시,A25111016,푸주옥거두점 맞은편,강원특별자치도 춘천시 동내면 거두리,가,전용주거지역,266839.46,584723.38,37.859917,127.75954
EA,환경기준(자동),CC,강원춘천시,A25111017,남부새싹공원,강원특별자치도 춘천시 퇴계동,나,일반주거지역,263846.88,584655.62,37.859521,127.72553
EA,환경기준(자동),CC,강원춘천시,A25111018,퇴계동 지역아동센터 맞은편,강원특별자치도 춘천시 퇴계동,나,일반주거지역,263812.16,584741.04,37.860293,127.725143
EA,환경기준(자동),CC,강원춘천시,A25111019,우리동네 전포차 앞,강원특별자치도 춘천시 석사동,나,일반주거지역,265232.42,584793.93,37.860669,127.741286
EA,환경기준(자동),CC,강원춘천시,A25111020,남한카센터 앞,강원특별자치도 춘천시 석사동,나,일반주거지역,265351.38,584907.99,37.861688,127.742648
EA,환경기준(자동),CC,강원춘천시,A25111021,지성공원,강원특별자치도 춘천시 효자동,나,일반주거지역,264837.61,585565.39,37.867647,127.736869
EA,환경기준(자동),CC,강원춘천시,A25111022,강원지방병무청 앞,강원특별자치도 춘천시 효자동,나,일반주거지역,264812.24,585356.72,37.865769,127.736562
EA,환경기준(자동),CC,강원춘천시,A25111023,스마일원룸,강원특별자치도 춘천시 효자동,나,일반주거지역,264651.39,585869.62,37.870401,127.73478
EA,환경기준(자동),CC,강원춘천시,A25111024,마천종합공구 앞,강원특별자치도 춘천시 효자동,나,일반주거지역,264490.7,585994.79,37.87154,127.732965
EA,환경기준(자동),CC,강원춘천시,A25111025,현대주류 앞,강원특별자치도 춘천시 동면 만천리,나,일반주거지역,267225.15,586791.86,37.878523,127.764115
EA,환경기준(자동),CC,강원춘천시,A25111026,계백수제갈비 앞,강원특별자치도 춘천시 동면 만천리,나,일반주거지역,267292.8,586965.36,37.880081,127.7649
EA,환경기준(자동),CC,강원춘천시,A25111027,춘천후평우미린 103동,강원특별자치도 춘천시 후평동,나,일반주거지역,266402.95,586691.82,37.877682,127.754761
EA,환경기준(자동),CC,강원춘천시,A25111028,후평주공5단지 419동 앞,강원특별자치도 춘천시 후평동,나,일반주거지역,266524.61,586596.89,37.876818,127.756135
EA,환경기준(자동),CC,강원춘천시,A25111029,동아아파트 104동 건너편,강원특별자치도 춘천시 후평동,나,일반주거지역,266319.99,586037,37.871789,127.753758
EA,환경기준(자동),CC,강원춘천시,A25111030,석사청구아파트 102동 옆,강원특별자치도 춘천시 석사동,나,일반주거지역,266237.55,585785.36,37.869528,127.752798
EA,환경기준(자동),CC,강원춘천시,A25111031,봄내족발 맞은편,강원특별자치도 춘천시 근화동,나,일반주거지역,263299,586156.91,37.873084,127.719436
EA,환경기준(자동),CC,강원춘천시,A25111032,춘천롯데캐슬 107동 앞,강원특별자치도 춘천시 근화동,나,일반주거지역,263405.25,586093.45,37.872505,127.720638
EA,환경기준(자동),CC,강원춘천시,A25111033,큰집장대박 맞은편,강원특별자치도 춘천시 후평동,나,일반주거지역,266163.8,587838.55,37.88803,127.752148
EA,환경기준(자동),CC,강원춘천시,A25111034,금강건재 앞,강원특별자치도 춘천시 후평동,나,일반주거지역,266185.12,587692.64,37.886714,127.752377
EA,환경기준(자동),CC,강원춘천시,A25111035,팔도해장국,강원특별자치도 춘천시 온의동,나,준주거지역,263370.82,585035.55,37.862977,127.720154
EA,환경기준(자동),CC,강원춘천시,A25111036,춘천축협 강남점,강원특별자치도 춘천시 온의동,나,준주거지역,263296.16,584960.27,37.862304,127.719299
EA,환경기준(자동),CC,강원춘천시,A25111037,봄내병원 뒷편,강원특별자치도 춘천시 운교동,다,상업지역,264570.86,586475.4,37.875864,127.733919
EA,환경기준(자동),CC,강원춘천시,A25111038,스카이타워,강원특별자치도 춘천시 운교동,다,상업지역,264481.27,586533.53,37.876394,127.732906
EA,환경기준(자동),CC,강원춘천시,A25111039,㈜보성 앞,강원특별자치도 춘천시 후평동,다,준공업지역,265988.96,588335.33,37.892518,127.750206
EA,환경기준(자동),CC,강원춘천시,A25111040,중앙자원 앞,강원특별자치도 춘천시 후평동,다,준공업지역,265880.19,588352.11,37.892677,127.748971
EA,환경기준(자동),SW,경기수원시,A04111001,화서동,경기도 수원시 장안구 정자동,가,학교지역,199335,520865,37.2870040484,126.9924966794
EA,환경기준(자동),SW,경기수원시,A04111003,신나무실,경기도 수원시 영통구 영통동,나,일반주거지역,205845,517017,37.252199649,127.0657724861
EA,환경기준(자동),SW,경기수원시,A04111004,한국은행 앞,경기도 수원시 장안구 영화동,나,준주거지역,200888,520855,37.2870848366,127.010139675
EA,환경기준(자동),SW,경기수원시,A04111006,호텔엠베서더 앞,경기도 수원시 권선구 권선동,다,상업지역,202725,517773,37.25914495,127.0307171345
EA,환경기준(자동),SW,경기수원시,A24111007,곡반정동 제1공용주차장 앞,경기도 수원시 권선구 곡반정동,나,일반주거지역,202885,515981,37.242995,127.032515
EA,환경기준(자동),SW,경기수원시,A24111008,수원아이파크시티 2단지 212동 건너편,경기도 수원시 권선구 곡반정동,나,일반주거지역,202789,516155,37.244563,127.031434
EA,환경기준(자동),SW,경기수원시,A24111009,차서한의원 건너편,경기도 수원시 권선구 금곡동,나,일반주거지역,194515,518884,37.269145,126.938171
EA,환경기준(자동),SW,경기수원시,A24111010,와이시트 609동 건너편,경기도 수원시 권선구 금곡동,나,일반주거지역,194546,518960,37.269828,126.938514
EA,환경기준(자동),SW,경기수원시,A24111011,차가배 앞,경기도 수원시 권선구 호매실동,가,전용주거지역,194809,518222,37.263177,126.941479
EA,환경기준(자동),SW,경기수원시,A24111012,칠보산 하나로축산 건너편,경기도 수원시 권선구 호매실동,가,전용주거지역,194904,518240,37.26334,126.94255
EA,환경기준(자동),SW,경기수원시,A24111013,수원금호초등학교 앞,경기도 수원시 권선구 호매실동,가,학교지역,195919,518469,37.265408,126.953992
EA,환경기준(자동),SW,경기수원시,A24111014,수원은혜교회 건너편,경기도 수원시 권선구 호매실동,가,학교지역,195917,518507,37.265751,126.953969
EA,환경기준(자동),SW,경기수원시,A24111015,삼성미래기술캠퍼스 건너편,경기도 수원시 영통구 매탄동,라,일반공업지역,204680,517086,37.252944,127.052753
EA,환경기준(자동),SW,경기수원시,A24111016,협신빌라 건너편,경기도 수원시 영통구 매탄동,나,일반주거지역,204227,518419,37.264957,127.047654
EA,환경기준(자동),SW,경기수원시,A24111017,광명수산 건너편,경기도 수원시 영통구 매탄동,나,일반주거지역,204136,518306,37.263939,127.046627
EA,환경기준(자동),SW,경기수원시,A24111018,어울림에프 앞,경기도 수원시 영통구 매탄동,라,일반공업지역,205662,517320,37.255047,127.063823
EA,환경기준(자동),SW,경기수원시,A24111020,물빛어린이공원,경기도 수원시 영통구 신동,나,일반주거지역,203713,516349,37.246308,127.041849
EA,환경기준(자동),SW,경기수원시,A24111021,유닥터 앞,경기도 수원시 영통구 신동,라,일반공업지역,204710,516564,37.248241,127.053087
EA,환경기준(자동),SW,경기수원시,A24111022,스미어 앞,경기도 수원시 영통구 신동,나,일반주거지역,203911,516363,37.246433,127.044081
EA,환경기준(자동),SW,경기수원시,A24111023,수원종합폐차장 옆,경기도 수원시 영통구 원천동,라,일반공업지역,205669,517630,37.25784,127.063905
EA,환경기준(자동),SW,경기수원시,A24111024,신미주APT정문 앞,경기도 수원시 장안구 연무동,가,녹지지역,202695,522307,37.299995,127.030397
EA,환경기준(자동),SW,경기수원시,A24111025,해맑음빌리지 측면,경기도 수원시 장안구 영화동,나,준주거지역,200655,520889,37.287222,127.007386
EA,환경기준(자동),SW,경기수원시,A24111026,화서신협 화서문 지점 앞,경기도 수원시 장안구 영화동,나,준주거지역,200619,520761,37.286069,127.00698
EA,환경기준(자동),SW,경기수원시,A24111028,조원대간타워 앞,경기도 수원시 장안구 조원동,나,일반주거지역,201118,522877,37.305134,127.012611
EA,환경기준(자동),SW,경기수원시,A24111029,광교보리밥,경기도 수원시 장안구 하광교동,가,녹지지역,201672,524129,37.316415,127.018863
EA,환경기준(자동),SW,경기수원시,A24111030,한국관 앞,경기도 수원시 팔달구 인계동,다,상업지역,202929,517687,37.258367,127.033018
EA,환경기준(자동),SW,경기수원시,A24111031,건강보험공단 앞,경기도 수원시 팔달구 인계동,다,상업지역,202901,517615,37.257718,127.032702
EA,환경기준(자동),SW,경기수원시,A24111032,가톨릭대 성빈센터병원 건너편,경기도 수원시 팔달구 인계동,가,종합병원지역,202550,519859,37.277938,127.028753
EA,환경기준(자동),SW,경기수원시,A24111033,원일베내스트 앞,경기도 수원시 팔달구 인계동,다,상업지역,203143,518354,37.264376,127.035433
EA,환경기준(자동),SW,경기수원시,A24111034,하나은행 수원금융센터 건너편,경기도 수원시 팔달구 인계동,다,상업지역,202843,518170,37.262719,127.03205
EA,환경기준(자동),SW,경기수원시,A24111035,지동성당 뒷편,경기도 수원시 팔달구 지동,가,종합병원지역,202561,520010,37.279299,127.028877
EA,환경기준(자동),SW,경기수원시,A24111036,숙지고등학교 정문 앞,경기도 수원시 팔달구 화서동,가,학교지역,199470,520408,37.282888,126.994024
EA,환경기준(자동),SW,경기수원시,A24111037,서부주유소 앞,경기도 수원시 팔달구 화서동,가,학교지역,199384,520868,37.287033,126.993053
EA,환경기준(자동),SW,경기수원시,A24111038,한일주택 나동 앞,경기도 수원시 장안구 조원동,나,일반주거지역,201183,522699,37.30353,127.013344
EM,환경기준(수동),SW,경기수원시,B14111001,송죽동417-4,경기도 수원시 장안구 송죽동,가,녹지지역,199924.05,421708.414,37.29734874234072,126.99992172387975
EM,환경기준(수동),SW,경기수원시,B14111002,정자동 307,경기도 수원시 장안구 정자동,가,녹지지역,199456.085,421829.353,37.29843818860089,126.9946436861375
EM,환경기준(수동),SW,경기수원시,B14111003,송죽동417-34,경기도 수원시 장안구 송죽동,가,녹지지역,200357.082,422057.356,37.300492837169735,127.00480573517751
EM,환경기준(수동),SW,경기수원시,B14111004,정자동 286,경기도 수원시 장안구 정자동,가,녹지지역,199539.084,422029.353,37.30024030562657,126.99557961732374
EM,환경기준(수동),SW,경기수원시,B14111005,정자동295-2,경기도 수원시 장안구 정자동,가,녹지지역,199726.084,422179.354,37.30159197152056,126.99768867985934
EM,환경기준(수동),SW,경기수원시,B14111006,원천동 1번지(1),경기도 수원시 영통구 원천동,가,종합병원지역,204113.99,419502.49,37.2774644119,127.0471661306
EM,환경기준(수동),SW,경기수원시,B14111007,원천동 1번지(2),경기도 수원시 영통구 원천동,가,종합병원지역,204050.99,419802.49,37.2801677633,127.0464573529
EM,환경기준(수동),SW,경기수원시,B14111008,원천동 1번지(3),경기도 수원시 영통구 원천동,가,종합병원지역,204326.03,419707.43,37.2793100735,127.0495580679
EM,환경기준(수동),SW,경기수원시,B14111009,원천동 1번지(4),경기도 수원시 영통구 원천동,가,종합병원지역,204141.99,419559.49,37.2779778874,127.0474821606
EM,환경기준(수동),SW,경기수원시,B14111010,원천동 1번지(5),경기도 수원시 영통구 원천동,가,종합병원지역,203998.99,419646.49,37.2787623899,127.0458702078
EM,환경기준(수동),SW,경기수원시,B14111011,권선동1063-1(1),경기도 수원시 권선구 권선동,가,학교지역,201939.07,416950.39,37.2544757385,127.0226368491
EM,환경기준(수동),SW,경기수원시,B14111012,권선동1063-1(2),경기도 수원시 권선구 권선동,가,학교지역,201962.07,417007.39,37.2549892938,127.022896246
EM,환경기준(수동),SW,경기수원시,B14111013,권선동1063-1(3),경기도 수원시 권선구 권선동,가,학교지역,202017.07,416987.39,37.2548089775,127.0235161537
EM,환경기준(수동),SW,경기수원시,B14111014,권선동 1063(1),경기도 수원시 권선구 권선동,가,학교지역,201980.07,417048.39,37.2553586703,127.0230992495
EM,환경기준(수동),SW,경기수원시,B14111015,권선동 1063(2),경기도 수원시 권선구 권선동,가,학교지역,202175.07,416987.39,37.2548086539,127.0252971682
EM,환경기준(수동),SW,경기수원시,B14111016,파장동 410,경기도 수원시 장안구 파장동,나,일반주거지역,200038.58,423109.348,37.309971583446405,127.00121316465187
EM,환경기준(수동),SW,경기수원시,B14111017,파장동200-2,경기도 수원시 장안구 파장동,나,일반주거지역,199433.082,423313.349,37.31180939096867,126.99438273120172
EM,환경기준(수동),SW,경기수원시,B14111018,파장동213-7,경기도 수원시 장안구 파장동,나,일반주거지역,199385.083,423242.349,37.311169621384565,126.99384135109871
EM,환경기준(수동),SW,경기수원시,B14111019,파장동469-1,경기도 수원시 장안구 파장동,나,일반주거지역,199730.081,422967.363,37.30869215631528,126.99773327999178
EM,환경기준(수동),SW,경기수원시,B14111020,파장동211-2,경기도 수원시 장안구 파장동,나,일반주거지역,199369.082,423097.349,37.30986312324569,126.99366101596169
EM,환경기준(수동),SW,경기수원시,B14111021,지동404-3,경기도 수원시 팔달구 지동,다,상업지역,202184.07,419655.37,37.278848080100374,127.02540575597534
EM,환경기준(수동),SW,경기수원시,B14111022,지동 92-1,경기도 수원시 팔달구 지동,다,상업지역,201704.07,419571.368,37.27809210193033,127.0199932508047
EM,환경기준(수동),SW,경기수원시,B14111023,팔달로1가78,경기도 수원시 팔달구 팔달로1가,다,상업지역,201312.072,419788.37,37.280047908992515,127.01557357384168
EM,환경기준(수동),SW,경기수원시,B14111024,신풍동 281,경기도 수원시 팔달구 신풍동,다,상업지역,201376.073,420071.367,37.282597724918546,127.01629568902852
EM,환경기준(수동),SW,경기수원시,B14111025,팔달로3가83,경기도 수원시 팔달구 팔달로3가,다,상업지역,201402.072,419337.372,37.27598416193721,127.01658766653937
EM,환경기준(수동),SW,경기수원시,B14111026,원천동 235-5,경기도 수원시 영통구 원천동,라,일반공업지역,205308.047,418371.378,37.26726695194693,127.06062192813758
EM,환경기준(수동),SW,경기수원시,B14111027,원천동 240-1,경기도 수원시 영통구 원천동,라,일반공업지역,205837.05,418166.38,37.26541678026093,127.06658427486522
EM,환경기준(수동),SW,경기수원시,B14111028,원천동 345-2,경기도 수원시 영통구 원천동,라,일반공업지역,205862.05,418109.38,37.26243747,127.06293626
EM,환경기준(수동),SW,경기수원시,B14111029,원천동 326-5,경기도 수원시 영통구 원천동,라,일반공업지역,205734.05,418285.38,37.26648961832421,127.0654239753061
EM,환경기준(수동),SW,경기수원시,B14111030,원천동 333-3,경기도 수원시 영통구 원천동,라,일반공업지역,205626.047,418238.379,37.26606678583887,127.06420607037315
EA,환경기준(자동),CW,경남창원시,A04812001,반송중학교 앞,경상남도 창원시 성산구 반림동,가,학교지역,170347,293316,35.2359101209,128.6742353439
EA,환경기준(자동),CW,경남창원시,A04812002,삼화페인트 앞,경상남도 창원시 의창구 명서동,가,전용주거지역,167993,294699,35.2483352956,128.6483573914
EA,환경기준(자동),CW,경남창원시,A04812003,창원병원 정문,경상남도 창원시 성산구 중앙동,가,종합병원지역,169952,291351,35.218189125,128.6699652672
EM,환경기준(수동),CW,경남창원시,A14811001,허인숙한복백화점(구. 현대보육사앞),경상남도 창원시 의창구 명서동,가,전용주거지역,167964,294241,35.2441793,128.6480268
EM,환경기준(수동),CW,경남창원시,A14811002,명서1동사무소,경상남도 창원시 의창구 명서동,가,전용주거지역,168063,294422,35.2458139,128.6491035
EM,환경기준(수동),CW,경남창원시,A14811003,경동나비엔 옆(구. 천연슈퍼뒤),경상남도 창원시 의창구 명서동,가,전용주거지역,167807,294508,35.2465822,128.6462847
EM,환경기준(수동),CW,경남창원시,A14811004,경남천막사 앞(구. 양양택배앞),경상남도 창원시 의창구 명서동,가,전용주거지역,167772,294379,35.2454158,128.6459096
EM,환경기준(수동),CW,경남창원시,A14811005,삼화페인트앞,경상남도 창원시 의창구 명서동,가,전용주거지역,168029,294693,35.2482524,128.6487244
EM,환경기준(수동),CW,경남창원시,A14811006,개인주택앞(153-8),경상남도 창원시 성산구 중앙동,가,종합병원지역,170139,291520,35.2197159,128.6720226
EM,환경기준(수동),CW,경남창원시,A14811007,HP서비스 창원센터 앞,경상남도 창원시 성산구 중앙동,가,종합병원지역,170286,291632,35.2207302,128.6736249
EM,환경기준(수동),CW,경남창원시,A14811009,창원병원정문,경상남도 창원시 성산구 중앙동,가,종합병원지역,170111,291472,35.2192875,128.6717173
EM,환경기준(수동),CW,경남창원시,A14811010,창원병원측문,경상남도 창원시 성산구 중앙동,가,종합병원지역,170111,291472,35.2192875,128.6717173
EM,환경기준(수동),CW,경남창원시,A14811011,반송여중 정문,경상남도 창원시 성산구 반림동,가,학교지역,170362,293302,35.2357877,128.6744062
EM,환경기준(수동),CW,경남창원시,A14811012,용호초등학교후문,경상남도 창원시 의창구 용호동,가,학교지역,170552,293136,35.2342988,128.6764956
EM,환경기준(수동),CW,경남창원시,A14811013,무학아파트관리사무소,경상남도 창원시 의창구 용호동,가,학교지역,170763,293216,35.2350237,128.6788172
EM,환경기준(수동),CW,경남창원시,A14811014,반송중학교,경상남도 창원시 성산구 반림동,가,학교지역,170362,293302,35.2357877,128.6744062
EM,환경기준(수동),CW,경남창원시,A14811015,반송여중후문,경상남도 창원시 성산구 반림동,가,학교지역,170036,293020,35.2332414,128.6708391
